"","HF","FT","HW","id"
"430","1.37","1.103","2.732","Mastotermes darwiniensis Worker"
"431","1.302","1.034","2.438","Mastotermes darwiniensis Worker"
"432","1.341","0.906","2.623","Mastotermes darwiniensis Worker"
"433","1.486","1.202","2.705","Mastotermes darwiniensis Worker"
"434","1.43","1.035","2.55","Mastotermes darwiniensis Worker"
"435","1.676","1.246","2.55","Mastotermes darwiniensis Worker"
"436","1.511","1.194","2.759","Mastotermes darwiniensis Worker"
"437","1.644","0.959","2.775","Mastotermes darwiniensis Worker"
"438","1.126","1.14","2.373","Mastotermes darwiniensis Worker"
"439","1.34","0.963","2.566","Mastotermes darwiniensis Worker"
"440","1.194","0.827","2.63","Mastotermes darwiniensis Worker"
"441","1.291","0.966","2.536","Mastotermes darwiniensis Worker"
"442","1.393","1.034","2.782","Mastotermes darwiniensis Worker"
"443","1.333","1.008","2.897","Mastotermes darwiniensis Worker"
"444","1.529","1.025","2.806","Mastotermes darwiniensis Worker"
"445","1.438","1.133","2.883","Mastotermes darwiniensis Worker"
"446","1.447","1.035","2.437","Mastotermes darwiniensis Worker"
"447","1.462","1.106","2.871","Mastotermes darwiniensis Worker"
"448","1.465","1.031","2.823","Mastotermes darwiniensis Worker"
"449","1.007","1.008","2.927","Mastotermes darwiniensis Worker"
"450","1.305","0.903","2.723","Mastotermes darwiniensis Worker"
"451","1.401","1.153","2.831","Mastotermes darwiniensis Worker"
"452","1.483","1.241","3.065","Mastotermes darwiniensis Soldier"
"453","1.439","1.417","3.071","Mastotermes darwiniensis Soldier"
"454","1.582","1.238","3.337","Mastotermes darwiniensis Soldier"
"455","1.529","1.071","2.819","Mastotermes darwiniensis Soldier"
"456","1.549","1.028","2.926","Mastotermes darwiniensis Soldier"
"457","1.429","1.198","3.107","Mastotermes darwiniensis Soldier"
"458","1.524","1.292","3.038","Mastotermes darwiniensis Soldier"
"459","1.844","1.261","3.038","Mastotermes darwiniensis Soldier"
"460","1.805","1.114","2.949","Mastotermes darwiniensis Soldier"
"461","1.535","0.209","2.623","Mastotermes darwiniensis Soldier"
"462","0.675","0.432","0.958","Psammotermes hybostoma Worker"
"463","0.626","0.516","1.063","Psammotermes hybostoma Worker"
"464","0.655","0.558","0.965","Psammotermes hybostoma Worker"
"465","0.607","0.494","0.961","Psammotermes hybostoma Worker"
"466","0.463","0.508","0.999","Psammotermes hybostoma Worker"
"467","0.517","0.45","0.943","Psammotermes hybostoma Worker"
"468","0.53","na","0.938","Psammotermes hybostoma Worker"
"469","0.584","0.443","0.963","Psammotermes hybostoma Worker"
"470","0.665","0.52","0.925","Psammotermes hybostoma Worker"
"471","0.701","0.442","0.879","Psammotermes hybostoma Worker"
"472","0.548","0.475","0.928","Psammotermes hybostoma Worker"
"473","0.714","0.608","1","Psammotermes hybostoma Worker"
"474","0.615","0.618","0.958","Psammotermes hybostoma Worker"
"475","0.741","0.491","1.039","Psammotermes hybostoma Worker"
"476","0.739","0.622","1.076","Psammotermes hybostoma Worker"
"477","0.726","0.56","1.103","Psammotermes hybostoma Worker"
"478","0.734","0.583","1.136","Psammotermes hybostoma Worker"
"479","0.635","0.468","0.959","Psammotermes hybostoma Worker"
"480","0.7","0.415","1.017","Psammotermes hybostoma Worker"
"481","0.78","0.57","0.978","Psammotermes hybostoma Worker"
"482","0.565","0.478","0.951","Psammotermes hybostoma Worker"
"483","0.778","0.659","1.149","Psammotermes hybostoma Worker"
"484","0.497","0.618","1.013","Psammotermes hybostoma Worker"
"485","0.488","0.459","0.971","Psammotermes hybostoma Worker"
"486","0.668","0.462","0.915","Psammotermes hybostoma Worker"
"487","0.573","0.552","0.872","Psammotermes hybostoma Worker"
"488","0.677","0.613","0.932","Psammotermes hybostoma Worker"
"489","0.737","0.66","1.047","Psammotermes hybostoma Worker"
"490","0.745","0.573","1.048","Psammotermes hybostoma Worker"
"491","0.633","0.493","0.975","Psammotermes hybostoma Worker"
"492","0.812","0.715","1.613","Psammotermes hybostoma Soldier"
"493","0.852","0.674","1.531","Psammotermes hybostoma Soldier"
"494","0.64","0.609","1.145","Psammotermes hybostoma Soldier"
"495","0.652","0.288","0.926","Psammotermes hybostoma Soldier"
"496","0.674","0.675","1.087","Psammotermes hybostoma Soldier"
"497","0.72","0.413","1.052","Psammotermes hybostoma Soldier"
"498","0.812","0.584","1.144","Psammotermes hybostoma Soldier"
"499","0.689","0.539","1.268","Psammotermes hybostoma Soldier"
"500","0.667","0.435","1.071","Psammotermes hybostoma Soldier"
"501","0.661","0.441","0.854","Psammotermes hybostoma Soldier"
"502","0.634","0.485","0.92","Psammotermes hybostoma Soldier"
"503","0.678","0.461","0.968","Psammotermes hybostoma Soldier"
"504","0.805","0.452","1.127","Psammotermes hybostoma Soldier"
"505","0.748","0.876","1.323","Psammotermes hybostoma Soldier"
"506","0.985","0.549","1.626","Psammotermes hybostoma Soldier"
"507","0.944","0.536","1.554","Psammotermes hybostoma Soldier"
"508","0.898","0.52","1.418","Psammotermes hybostoma Soldier"
"509","0.786","0.642","1.029","Psammotermes hybostoma Soldier"
"510","0.468","0.459","1.024","Psammotermes hybostoma Soldier"
"511","0.781","0.711","1.057","Psammotermes hybostoma Soldier"
"512","0.614","0.708","1.245","Psammotermes hybostoma Soldier"
"513","0.701","0.557","1.208","Psammotermes hybostoma Soldier"
"514","0.804","0.736","1.229","Psammotermes hybostoma Soldier"
"515","0.635","0.509","1.079","Psammotermes hybostoma Soldier"
"516","0.666","0.418","1.013","Psammotermes hybostoma Soldier"
"517","0.691","0.421","1.065","Psammotermes hybostoma Soldier"
"518","0.667","0.439","1.055","Psammotermes hybostoma Soldier"
"519","0.701","0.822","1.206","Psammotermes hybostoma Soldier"
"520","0.78","0.434","1.29","Psammotermes hybostoma Soldier"
"521","0.771","0.527","1.187","Psammotermes hybostoma Soldier"
"522","0.555","0.509","0.834","Serritermes serrifer Worker"
"523","0.446","0.397","0.785","Serritermes serrifer Worker"
"524","0.547","0.587","0.834","Serritermes serrifer Worker"
"525","0.45","0.454","0.845","Serritermes serrifer Worker"
"526","0.507","0.586","0.886","Serritermes serrifer Worker"
"527","0.512","0.386","0.849","Serritermes serrifer Worker"
"528","0.487","0.484","0.883","Serritermes serrifer Worker"
"529","0.424","na","0.84","Serritermes serrifer Worker"
"530","0.519","0.302","0.868","Serritermes serrifer Worker"
"531","0.524","0.43","0.783","Serritermes serrifer Worker"
"532","0.401","0.482","0.823","Serritermes serrifer Worker"
"533","0.52","na","0.797","Serritermes serrifer Worker"
"534","0.215","0.448","na","Serritermes serrifer Worker"
"535","0.454","0.456","0.787","Serritermes serrifer Worker"
"536","na","na","0.851","Serritermes serrifer Worker"
"537","0.397","0.467","0.828","Serritermes serrifer Worker"
"538","0.454","0.398","0.816","Serritermes serrifer Worker"
"539","0.263","0.384","0.804","Serritermes serrifer Worker"
"540","0.375","0.382","0.811","Serritermes serrifer Worker"
"541","0.454","0.353","0.792","Serritermes serrifer Worker"
"542","0.404","0.359","0.812","Serritermes serrifer Worker"
"543","0.577","0.478","0.869","Serritermes serrifer Worker"
"544","0.511","0.433","0.942","Serritermes serrifer Worker"
"545","0.441","0.386","0.873","Serritermes serrifer Worker"
"546","0.57","0.465","0.91","Serritermes serrifer Worker"
"547","0.361","0.414","0.899","Serritermes serrifer Worker"
"548","0.553","0.444","0.821","Serritermes serrifer Soldier"
"549","0.438","0.639","0.84","Serritermes serrifer Soldier"
"550","0.382","0.519","0.824","Serritermes serrifer Soldier"
"551","0.428","0.618","0.821","Serritermes serrifer Soldier"
"552","0.467","0.482","0.854","Serritermes serrifer Soldier"
"553","0.552","0.558","0.866","Serritermes serrifer Soldier"
"554","0.545","0.623","0.888","Serritermes serrifer Soldier"
"555","0.564","0.598","0.869","Serritermes serrifer Soldier"
"556","0.444","0.614","0.889","Serritermes serrifer Soldier"
"557","0.559","0.624","0.86","Serritermes serrifer Soldier"
"558","0.396","0.662","0.993","Rhynchotermes nyctobius Worker"
"559","0.906","0.728","1.016","Rhynchotermes nyctobius Worker"
"560","0.838","0.652","0.964","Rhynchotermes nyctobius Worker"
"561","0.857","0.688","0.974","Rhynchotermes nyctobius Worker"
"562","0.792","0.645","0.961","Rhynchotermes nyctobius Worker"
"563","0.913","0.576","1.051","Rhynchotermes nyctobius Worker"
"564","0.883","0.704","0.998","Rhynchotermes nyctobius Worker"
"565","0.922","0.627","0.999","Rhynchotermes nyctobius Worker"
"566","0.889","0.55","0.983","Rhynchotermes nyctobius Worker"
"567","0.855","0.536","1.016","Rhynchotermes nyctobius Worker"
"568","0.855","0.596","1.01","Rhynchotermes nyctobius Worker"
"569","0.823","0.456","0.965","Rhynchotermes nyctobius Worker"
"570","0.82","0.718","0.98","Rhynchotermes nyctobius Worker"
"571","0.816","0.52","1.01","Rhynchotermes nyctobius Worker"
"572","0.853","0.577","1.029","Rhynchotermes nyctobius Worker"
"573","0.832","0.695","1.013","Rhynchotermes nyctobius Worker"
"574","0.917","0.639","1.084","Rhynchotermes nyctobius Worker"
"575","0.891","0.625","1.097","Rhynchotermes nyctobius Worker"
"576","0.917","0.597","1.036","Rhynchotermes nyctobius Worker"
"577","0.831","0.746","0.989","Rhynchotermes nyctobius Worker"
"578","0.945","0.563","0.913","Rhynchotermes nyctobius Worker"
"579","0.721","0.439","0.862","Rhynchotermes nyctobius Worker"
"580","0.704","0.68","0.933","Rhynchotermes nyctobius Worker"
"581","0.806","0.671","0.975","Rhynchotermes nyctobius Worker"
"582","0.699","0.703","1.022","Rhynchotermes nyctobius Worker"
"583","0.797","0.667","1","Rhynchotermes nyctobius Worker"
"584","0.837","0.691","0.974","Rhynchotermes nyctobius Worker"
"585","0.849","0.785","1.022","Rhynchotermes nyctobius Worker"
"586","0.724","0.606","0.944","Rhynchotermes nyctobius Worker"
"587","0.879","0.535","1.071","Rhynchotermes nyctobius Worker"
"588","0.822","0.737","0.747","Rhynchotermes nyctobius Soldier"
"589","0.711","0.876","0.78","Rhynchotermes nyctobius Soldier"
"590","0.838","0.716","0.867","Rhynchotermes nyctobius Soldier"
"591","0.649","0.805","0.876","Rhynchotermes nyctobius Soldier"
"592","0.86","0.754","0.887","Rhynchotermes nyctobius Soldier"
"593","0.81","0.821","0.952","Rhynchotermes nyctobius Soldier"
"594","0.846","0.596","0.855","Rhynchotermes nyctobius Soldier"
"595","0.8","0.739","0.872","Rhynchotermes nyctobius Soldier"
"596","0.738","0.866","0.797","Rhynchotermes nyctobius Soldier"
"597","0.786","0.824","0.988","Rhynchotermes nyctobius Soldier"
"598","1.348","1.044","0.982","Hospitalitermes hospitalis Worker"
"599","1.342","1.166","0.982","Hospitalitermes hospitalis Worker"
"600","1.238","1.09","0.969","Hospitalitermes hospitalis Worker"
"601","1.39","1.073","0.97","Hospitalitermes hospitalis Worker"
"602","1.752","1.527","0.992","Hospitalitermes hospitalis Worker"
"603","1.831","1.342","1.083","Hospitalitermes hospitalis Worker"
"604","1.836","1.366","1.095","Hospitalitermes hospitalis Worker"
"605","1.485","0.983","1.031","Hospitalitermes hospitalis Worker"
"606","1.355","1.175","1.025","Hospitalitermes hospitalis Worker"
"607","1.06","0.896","0.681","Hospitalitermes hospitalis Worker"
"608","1.149","0.878","0.701","Hospitalitermes hospitalis Worker"
"609","1.382","1.151","0.832","Hospitalitermes hospitalis Worker"
"610","1.43","1.157","0.931","Hospitalitermes hospitalis Worker"
"611","1.216","1.201","1.003","Hospitalitermes hospitalis Worker"
"612","1.462","1.208","0.985","Hospitalitermes hospitalis Worker"
"613","1.284","1.292","0.901","Hospitalitermes hospitalis Worker"
"614","1.768","1.547","1.07","Hospitalitermes hospitalis Worker"
"615","1.481","1.282","0.973","Hospitalitermes hospitalis Worker"
"616","1.263","1.087","0.977","Hospitalitermes hospitalis Worker"
"617","1.193","0.905","1.006","Hospitalitermes hospitalis Worker"
"618","1.814","1.218","1.114","Hospitalitermes hospitalis Worker"
"619","1.527","1.431","1.11","Hospitalitermes hospitalis Worker"
"620","1.534","1.283","1.069","Hospitalitermes hospitalis Worker"
"621","1.516","1.363","0.99","Hospitalitermes hospitalis Worker"
"622","1.505","1.27","1.06","Hospitalitermes hospitalis Worker"
"623","1.567","1.3","1.037","Hospitalitermes hospitalis Worker"
"624","1.605","1.347","1.15","Hospitalitermes hospitalis Worker"
"625","1.393","1.287","1.004","Hospitalitermes hospitalis Worker"
"626","1.356","1.266","0.94","Hospitalitermes hospitalis Worker"
"627","1.5","1.201","0.985","Hospitalitermes hospitalis Worker"
"628","1.983","1.597","1.118","Hospitalitermes hospitalis Soldier"
"629","2.017","1.536","1.085","Hospitalitermes hospitalis Soldier"
"630","2.041","1.679","1.193","Hospitalitermes hospitalis Soldier"
"631","1.859","1.48","0.925","Hospitalitermes hospitalis Soldier"
"632","2.049","1.568","1.041","Hospitalitermes hospitalis Soldier"
"633","1.431","1.75","1.082","Hospitalitermes hospitalis Soldier"
"634","1.903","1.6","1.08","Hospitalitermes hospitalis Soldier"
"635","1.991","1.616","1.08","Hospitalitermes hospitalis Soldier"
"636","2.051","1.585","1.219","Hospitalitermes hospitalis Soldier"
"637","1.885","1.48","0.946","Hospitalitermes hospitalis Soldier"
"638","1.038","0.726","1.296","Thoracotermes macrothorax Worker"
"639","1.066","0.887","1.182","Thoracotermes macrothorax Worker"
"640","1.208","0.807","1.204","Thoracotermes macrothorax Worker"
"641","1.312","0.725","1.242","Thoracotermes macrothorax Worker"
"642","1.241","0.82","1.25","Thoracotermes macrothorax Worker"
"643","1.409","0.919","1.173","Thoracotermes macrothorax Worker"
"644","1.672","1.186","1.755","Thoracotermes macrothorax Worker"
"645","1.381","0.877","1.211","Thoracotermes macrothorax Worker"
"646","1.403","0.719","1.194","Thoracotermes macrothorax Worker"
"647","1.272","0.85","1.258","Thoracotermes macrothorax Worker"
"648","1.241","0.853","1.236","Thoracotermes macrothorax Worker"
"649","1.321","0.834","1.176","Thoracotermes macrothorax Worker"
"650","1.207","0.883","1.152","Thoracotermes macrothorax Worker"
"651","0.992","0.868","1.187","Thoracotermes macrothorax Worker"
"652","1.361","0.923","1.146","Thoracotermes macrothorax Worker"
"653","1.216","0.899","1.125","Thoracotermes macrothorax Worker"
"654","0.796","0.585","1.074","Thoracotermes macrothorax Worker"
"655","1.259","0.766","1.031","Thoracotermes macrothorax Worker"
"656","1.17","0.623","1.122","Thoracotermes macrothorax Worker"
"657","1.21","0.773","0.946","Thoracotermes macrothorax Worker"
"658","1.152","0.846","1.138","Thoracotermes macrothorax Worker"
"659","1.521","1.298","1.669","Thoracotermes macrothorax Worker"
"660","1.26","0.938","1.208","Thoracotermes macrothorax Worker"
"661","1.324","0.835","1.245","Thoracotermes macrothorax Worker"
"662","1.31","0.903","1.086","Thoracotermes macrothorax Worker"
"663","1.2","0.926","1.232","Thoracotermes macrothorax Worker"
"664","1.082","0.677","1.068","Thoracotermes macrothorax Worker"
"665","1.184","0.864","1.186","Thoracotermes macrothorax Worker"
"666","1.146","0.689","1.213","Thoracotermes macrothorax Worker"
"667","1.202","0.544","1.16","Thoracotermes macrothorax Worker"
"668","1.497","1.541","2.55","Thoracotermes macrothorax Soldier"
"669","1.602","1.274","2.327","Thoracotermes macrothorax Soldier"
"670","1.799","1.317","2.544","Thoracotermes macrothorax Soldier"
"671","1.596","1.46","2.535","Thoracotermes macrothorax Soldier"
"672","1.522","1.408","2.424","Thoracotermes macrothorax Soldier"
"673","1.584","1.515","2.287","Thoracotermes macrothorax Soldier"
"674","1.561","1.203","2.11","Thoracotermes macrothorax Soldier"
"675","1.558","1.394","2.311","Thoracotermes macrothorax Soldier"
"676","1.625","1.62","2.459","Thoracotermes macrothorax Soldier"
"677","1.105","1.334","2.404","Thoracotermes macrothorax Soldier"
"678","1.72","1.501","1.145","Thoracotermes macrothorax Queen"
"679","1.741","1.262","1.289","Thoracotermes macrothorax Queen"
"680","0.509","0.345","0.629","Eutermellus convergens Worker"
"681","0.6","0.401","0.628","Eutermellus convergens Worker"
"682","0.466","0.394","0.666","Eutermellus convergens Worker"
"683","0.523","0.391","0.633","Eutermellus convergens Worker"
"684","0.606","0.407","0.757","Eutermellus convergens Worker"
"685","0.482","0.42","0.646","Eutermellus convergens Worker"
"686","0.5","0.443","0.618","Eutermellus convergens Worker"
"687","0.506","0.362","0.588","Eutermellus convergens Worker"
"688","0.496","0.416","0.699","Eutermellus convergens Worker"
"689","0.519","0.311","0.659","Eutermellus convergens Worker"
"690","0.47","0.313","0.678","Eutermellus convergens Worker"
"691","0.454","0.379","0.693","Eutermellus convergens Worker"
"692","0.44","0.421","0.633","Eutermellus convergens Worker"
"693","0.435","na","0.622","Eutermellus convergens Worker"
"694","0.514","0.335","0.586","Eutermellus convergens Worker"
"695","0.37","0.237","0.658","Eutermellus convergens Worker"
"696","0.548","0.427","0.605","Eutermellus convergens Worker"
"697","0.526","0.44","0.652","Eutermellus convergens Worker"
"698","0.45","0.407","0.586","Eutermellus convergens Worker"
"699","0.529","0.373","0.671","Eutermellus convergens Worker"
